Date,Open,High,Low,Close,Adj Close,Volume
2020-02-24,30.850000,30.850000,25.920000,27.150000,26.142841,116727300
2020-03-02,27.150000,28.860001,23.719999,24.059999,23.167469,172791400
2020-03-09,19.000000,19.750000,11.630000,15.860000,15.271658,360379600
2020-03-16,13.990000,14.670000,10.500000,12.220000,11.766687,274294400
2020-03-23,12.300000,15.330000,11.420000,13.030000,12.546638,192483400
2020-03-30,12.900000,16.660000,12.500000,15.320000,14.751689,218297800
2020-04-06,16.049999,18.799999,15.390000,16.860001,16.234562,146405300
2020-04-13,17.090000,17.690001,15.860000,16.700001,16.080498,129042700
2020-04-20,15.980000,17.879999,15.520000,16.070000,15.473866,116155100
2020-04-27,16.370001,19.299999,15.970000,18.650000,18.206196,99598500
2020-05-04,17.950001,19.650000,17.740000,19.549999,19.353949,110029000
2020-05-11,19.379999,19.830000,17.100000,17.700001,17.522501,132511600
2020-05-18,18.750000,20.420000,18.530001,19.520000,19.324251,92483100
2020-05-25,20.459999,20.920000,19.930000,20.840000,20.631012,100646700
2020-06-01,20.670000,23.830000,20.459999,22.850000,22.620857,103151200
2020-06-08,23.330000,23.400000,20.700001,21.240000,21.027000,91317700
2020-06-15,20.580000,23.209999,20.100000,22.280001,22.056572,91724800
2020-06-22,22.490000,23.070000,21.580000,21.879999,21.660582,59019200
2020-06-29,22.080000,22.980000,21.850000,22.500000,22.274366,65109200
2020-07-06,22.980000,23.540001,22.600000,23.000000,22.769352,56938100
2020-07-13,23.170000,24.200001,22.540001,23.650000,23.412832,65746600
2020-07-20,23.639999,24.480000,23.049999,23.330000,23.096043,78763500
2020-07-27,23.440001,23.879999,22.590000,22.700001,22.700001,67574600
2020-08-03,22.969999,24.170000,21.940001,23.309999,23.309999,111316000
2020-08-10,23.410000,24.610001,23.150000,23.250000,23.250000,70881900
2020-08-17,23.219999,24.030001,22.799999,23.260000,23.260000,62063600
2020-08-21,0.000000,0.000000,0.000000,23.080000,23.080000,0
