Date,Open,High,Low,Close,Adj Close,Volume
2020-02-24,31.809999,31.809999,29.700001,30.530001,30.372421,107022600
2020-03-02,30.549999,31.080000,28.219999,28.610001,28.462334,147869200
2020-03-09,26.670000,28.370001,21.000000,25.290001,25.173502,212978900
2020-03-16,22.400000,24.559999,18.920000,19.240000,19.151371,264163700
2020-03-23,19.500000,23.420000,17.299999,20.860001,20.763910,195935500
2020-03-30,21.139999,21.830000,18.219999,19.209999,19.121510,167392000
2020-04-06,20.639999,22.930000,19.754499,20.354500,20.278349,172508430
2020-04-13,20.336399,22.059999,19.760000,20.360001,20.283829,162221100
2020-04-20,19.879999,20.150000,17.200001,17.840000,17.773256,200942900
2020-04-27,18.639999,20.730000,18.150000,19.150000,19.078356,208541800
2020-05-04,18.709999,19.040001,17.000000,17.920000,17.852957,248368800
2020-05-11,17.799999,18.559999,16.110001,17.110001,17.063681,234020500
2020-05-18,17.950001,19.000000,17.370001,18.750000,18.699242,205917800
2020-05-25,19.590000,20.540001,18.469999,18.950001,18.898699,241122400
2020-06-01,18.889999,23.629999,18.790001,22.299999,22.239628,317129700
2020-06-08,22.700001,23.500000,21.190001,21.629999,21.592133,245248900
2020-06-15,21.000000,22.820000,20.799999,22.360001,22.320858,302846400
2020-06-22,22.389999,22.480000,20.629999,20.690001,20.653780,206610100
2020-06-29,20.889999,21.879999,20.570000,21.350000,21.312626,177735900
2020-07-06,21.900000,22.719999,21.650000,22.270000,22.250967,314687000
2020-07-13,22.490000,23.139999,21.709999,22.410000,22.390846,199255400
2020-07-20,22.459999,23.480000,22.080000,22.639999,22.620649,205686700
2020-07-27,22.889999,24.299999,22.280001,22.440001,22.420822,286503600
2020-08-03,22.670000,22.750000,21.330000,21.840000,21.821335,261899000
2020-08-10,21.950001,22.450001,21.059999,21.230000,21.230000,171612200
2020-08-17,21.150000,21.230000,20.280001,20.700001,20.700001,180022500
2020-08-21,0.000000,0.000000,0.000000,20.700001,20.700001,0
