Date,Open,High,Low,Close,Adj Close,Volume
2020-02-24,50.130001,50.130001,43.200001,44.310001,44.310001,122570900
2020-03-02,44.880001,49.090000,43.650002,44.610001,44.610001,201061800
2020-03-09,40.450001,45.340000,32.450001,42.900002,42.900002,302189700
2020-03-16,36.009998,43.570000,34.709999,35.189999,35.189999,274636500
2020-03-23,35.549999,42.410000,33.369999,40.099998,40.099998,185651700
2020-03-30,40.919998,44.570000,39.759998,40.500000,40.500000,173651000
2020-04-06,42.599998,45.500000,41.970001,43.279999,43.279999,125503500
2020-04-13,43.200001,46.000000,42.040001,44.000000,44.000000,123636600
2020-04-20,43.259998,44.689999,41.830002,43.759998,43.759998,134081300
2020-04-27,44.459999,47.380001,43.480000,44.860001,44.860001,110188400
2020-05-04,43.700001,48.959999,43.400002,48.849998,48.849998,138784700
2020-05-11,48.209999,49.299999,46.939999,48.049999,48.049999,151459000
2020-05-18,50.340000,53.669998,49.900002,50.270000,50.270000,162391000
2020-05-25,51.410000,53.000000,48.779999,53.000000,53.000000,198189100
2020-06-01,52.820000,56.700001,52.500000,54.610001,54.610001,161777000
2020-06-08,54.980000,55.650002,51.980000,53.400002,53.400002,102861500
2020-06-15,52.500000,56.599998,52.130001,55.169998,55.169998,148444900
2020-06-22,55.000000,56.950001,54.430000,55.619999,55.619999,90028100
2020-06-29,55.439999,56.540001,54.049999,55.259998,55.259998,103896000
2020-07-06,56.090000,57.720001,55.590000,56.970001,56.970001,104312600
2020-07-13,57.730000,62.930000,57.650002,61.040001,61.040001,152532600
2020-07-20,61.119999,61.490002,57.820000,58.599998,58.599998,105015800
2020-07-27,59.099998,62.950001,58.980000,60.709999,60.709999,144848400
2020-08-03,61.860001,62.900002,59.360001,60.450001,60.450001,306341700
2020-08-10,60.700001,62.820000,60.110001,61.349998,61.349998,125547100
2020-08-17,61.779999,63.880001,61.150002,62.950001,62.950001,124396600
2020-08-21,0.000000,0.000000,0.000000,62.200001,62.200001,0
